version,base version,scenario,solution,timestamp,duration,base duration,relative duration
8.0.100-alpha.1.23070.23,7.0.100,cold,LargeAppCPM-142722b,2023-01-21T16:12:18.2754578Z,291.1852315,54.4637707,534.6402347056004
8.0.100-alpha.1.23070.23,7.0.100,force,LargeAppCPM-142722b,2023-01-21T16:12:18.2754578Z,547.4851383,70.407859,777.5909480502737
8.0.100-alpha.1.23070.23,7.0.100,noop,LargeAppCPM-142722b,2023-01-21T16:12:18.2754578Z,9.4272435,9.354463,100.77802969555813
8.0.100-alpha.1.23070.23,7.0.100,warmup,LargeAppCPM-nostaticgraph-142722b,2023-01-22T00:42:46.6245771Z,607.7605729,120.3457339,505.01214559463506
8.0.100-alpha.1.23070.23,7.0.100,arctic,LargeAppCPM-nostaticgraph-142722b,2023-01-22T00:42:46.6245771Z,311.2829965,73.0636366,426.043666843706
8.0.100-alpha.1.23070.23,7.0.100,cold,LargeAppCPM-nostaticgraph-142722b,2023-01-22T00:42:46.6245771Z,306.1933078,68.7141881,445.60419946226506
8.0.100-alpha.1.23070.23,7.0.100,force,LargeAppCPM-nostaticgraph-142722b,2023-01-22T00:42:46.6245771Z,568.2796493,93.414191,608.3440248387956
8.0.100-alpha.1.23070.23,7.0.100,noop,LargeAppCPM-nostaticgraph-142722b,2023-01-22T00:42:46.6245771Z,20.0021657,20.3920666,98.08797750788044
8.0.100-alpha.1.23070.23,7.0.100,warmup,NuGetClient-win-d76a117,2023-01-22T00:46:02.1341375Z,127.9624004,232.364335,55.06972505053325
8.0.100-alpha.1.23070.23,7.0.100,arctic,NuGetClient-win-d76a117,2023-01-22T00:46:02.1341375Z,115.9030955,116.6968617,99.3198050158019
8.0.100-alpha.1.23070.23,7.0.100,cold,NuGetClient-win-d76a117,2023-01-22T00:46:02.1341375Z,117.9377561,111.3728485,105.89453146652706
8.0.100-alpha.1.23070.23,7.0.100,force,NuGetClient-win-d76a117,2023-01-22T00:46:02.1341375Z,16.3559298,16.8712399,96.94562994151958
8.0.100-alpha.1.23070.23,7.0.100,noop,NuGetClient-win-d76a117,2023-01-22T00:46:02.1341375Z,10.8891149,10.4118022,104.58434275672275
8.0.100-alpha.1.23070.23,6.0.400,warmup,OrchardCore-5dbd92c,2023-01-22T00:38:41.6067689Z,34.4412,31.4400671,109.54556773194672
8.0.100-alpha.1.23070.23,6.0.400,arctic,OrchardCore-5dbd92c,2023-01-22T00:38:41.6067689Z,29.3598274,27.051437,108.53333743416293
8.0.100-alpha.1.23070.23,6.0.400,cold,OrchardCore-5dbd92c,2023-01-22T00:38:41.6067689Z,25.3585015,23.2153058,109.23182196462817
8.0.100-alpha.1.23070.23,6.0.400,force,OrchardCore-5dbd92c,2023-01-22T00:38:41.6067689Z,17.9235082,16.5958758,107.99977305204946
8.0.100-alpha.1.23070.23,6.0.400,noop,OrchardCore-5dbd92c,2023-01-22T00:38:41.6067689Z,14.0730727,12.0667563,116.62680798484347
8.0.100-alpha.1.23070.23,7.0.100,warmup,Orleans-eda972a,2023-01-22T00:37:54.9800084Z,24.9394789,25.5319143,97.67962796271802
8.0.100-alpha.1.23070.23,7.0.100,arctic,Orleans-eda972a,2023-01-22T00:37:54.9800084Z,24.4729458,24.0025749,101.9596685020656
8.0.100-alpha.1.23070.23,7.0.100,cold,Orleans-eda972a,2023-01-22T00:37:54.9800084Z,16.0820992,16.1828983,99.3771257896368
8.0.100-alpha.1.23070.23,7.0.100,force,Orleans-eda972a,2023-01-22T00:37:54.9800084Z,7.0588345,6.6039475,106.88810745391297
8.0.100-alpha.1.23070.23,7.0.100,noop,Orleans-eda972a,2023-01-22T00:37:54.9800084Z,5.2352123,4.7269007,110.75359167159995
8.0.100-alpha.1.23070.23,7.0.100,warmup,LargeAppCPM-142722b,2023-01-22T00:41:44.7420617Z,671.0318473,97.7667996,686.3596333780368
8.0.100-alpha.1.23070.23,7.0.100,arctic,LargeAppCPM-142722b,2023-01-22T00:41:44.7420617Z,334.7080922,67.7474081,494.0529853274195
8.0.100-alpha.1.23070.23,7.0.100,cold,LargeAppCPM-142722b,2023-01-22T00:41:44.7420617Z,288.0879263,53.6030067,537.4473262523163
8.0.100-alpha.1.23070.23,7.0.100,force,LargeAppCPM-142722b,2023-01-22T00:41:44.7420617Z,606.448538,77.9631501,777.8656162842759
8.0.100-alpha.1.23070.23,7.0.100,noop,LargeAppCPM-142722b,2023-01-22T00:41:44.7420617Z,9.5203015,11.4532515,83.12313319933645
8.0.100-alpha.1.23070.23,7.0.100,warmup,LargeAppCPM-nostaticgraph-142722b,2023-01-22T08:14:49.7693554Z,690.4431265,139.1055661,496.34471564110896
8.0.100-alpha.1.23070.23,7.0.100,arctic,LargeAppCPM-nostaticgraph-142722b,2023-01-22T08:14:49.7693554Z,312.8857096,78.5987471,398.0797673554774
8.0.100-alpha.1.23070.23,7.0.100,cold,LargeAppCPM-nostaticgraph-142722b,2023-01-22T08:14:49.7693554Z,305.0354022,69.9336672,436.1781877212926
8.0.100-alpha.1.23070.23,7.0.100,force,LargeAppCPM-nostaticgraph-142722b,2023-01-22T08:14:49.7693554Z,570.3050586,91.8763305,620.7312106353661
8.0.100-alpha.1.23070.23,7.0.100,noop,LargeAppCPM-nostaticgraph-142722b,2023-01-22T08:14:49.7693554Z,20.4599776,19.8919401,102.8556163810286
8.0.100-alpha.1.23070.23,7.0.100,warmup,NuGetClient-win-d76a117,2023-01-22T08:17:30.1037099Z,131.8908086,129.7477728,101.65169370830233
8.0.100-alpha.1.23070.23,7.0.100,arctic,NuGetClient-win-d76a117,2023-01-22T08:17:30.1037099Z,123.9990309,120.2161826,103.14670472658977
8.0.100-alpha.1.23070.23,7.0.100,cold,NuGetClient-win-d76a117,2023-01-22T08:17:30.1037099Z,112.2037349,98.0666643,114.41577594273286
8.0.100-alpha.1.23070.23,7.0.100,force,NuGetClient-win-d76a117,2023-01-22T08:17:30.1037099Z,20.2977357,19.7457243,102.79559965293348
8.0.100-alpha.1.23070.23,7.0.100,noop,NuGetClient-win-d76a117,2023-01-22T08:17:30.1037099Z,14.2333774,13.5751096,104.84907908220498
8.0.100-alpha.1.23070.23,6.0.400,warmup,OrchardCore-5dbd92c,2023-01-22T08:10:10.5186298Z,30.3788376,30.2938167,100.280654302632
8.0.100-alpha.1.23070.23,6.0.400,arctic,OrchardCore-5dbd92c,2023-01-22T08:10:10.5186298Z,26.6725894,29.8382839,89.39049406926516
8.0.100-alpha.1.23070.23,6.0.400,cold,OrchardCore-5dbd92c,2023-01-22T08:10:10.5186298Z,21.8820123,21.6965784,100.85466886336327
8.0.100-alpha.1.23070.23,6.0.400,force,OrchardCore-5dbd92c,2023-01-22T08:10:10.5186298Z,15.1667866,14.623834,103.71279241818527
8.0.100-alpha.1.23070.23,6.0.400,noop,OrchardCore-5dbd92c,2023-01-22T08:10:10.5186298Z,10.7817675,10.1834603,105.875283865937
8.0.100-alpha.1.23070.23,7.0.100,warmup,Orleans-eda972a,2023-01-22T08:09:31.7390896Z,27.4579708,25.435633,107.95080586356943
8.0.100-alpha.1.23070.23,7.0.100,arctic,Orleans-eda972a,2023-01-22T08:09:31.7390896Z,24.8375472,25.1280886,98.84375845443333
8.0.100-alpha.1.23070.23,7.0.100,cold,Orleans-eda972a,2023-01-22T08:09:31.7390896Z,17.0686764,16.3154782,104.61646413771679
8.0.100-alpha.1.23070.23,7.0.100,force,Orleans-eda972a,2023-01-22T08:09:31.7390896Z,6.846564,6.5502988,104.52292649611647
8.0.100-alpha.1.23070.23,7.0.100,noop,Orleans-eda972a,2023-01-22T08:09:31.7390896Z,5.0418253,4.7608984,105.90071193285704
8.0.100-alpha.1.23070.23,7.0.100,warmup,LargeAppCPM-142722b,2023-01-22T08:15:04.4478654Z,820.6454494,131.4664396,624.2242901662943
8.0.100-alpha.1.23070.23,7.0.100,arctic,LargeAppCPM-142722b,2023-01-22T08:15:04.4478654Z,442.489528,84.9219977,521.0540731309244
8.0.100-alpha.1.23070.23,7.0.100,cold,LargeAppCPM-142722b,2023-01-22T08:15:04.4478654Z,414.7706531,69.8712853,593.6210437794823
8.0.100-alpha.1.23070.23,7.0.100,force,LargeAppCPM-142722b,2023-01-22T08:15:04.4478654Z,686.4421489,99.8015979,687.8067719795496
8.0.100-alpha.1.23070.23,7.0.100,noop,LargeAppCPM-142722b,2023-01-22T08:15:04.4478654Z,14.3065462,14.2311103,100.53007740372865
8.0.100-alpha.1.23070.23,7.0.100,warmup,LargeAppCPM-nostaticgraph-142722b,2023-01-22T16:14:04.6863103Z,689.9343965,133.4465239,517.0118908582527
8.0.100-alpha.1.23070.23,7.0.100,arctic,LargeAppCPM-nostaticgraph-142722b,2023-01-22T16:14:04.6863103Z,340.586466,79.3133304,429.4189441829314
8.0.100-alpha.1.23070.23,7.0.100,cold,LargeAppCPM-nostaticgraph-142722b,2023-01-22T16:14:04.6863103Z,312.1822559,70.1579254,444.9707629182547
8.0.100-alpha.1.23070.23,7.0.100,force,LargeAppCPM-nostaticgraph-142722b,2023-01-22T16:14:04.6863103Z,581.2482873,99.8043239,582.3878811927907
8.0.100-alpha.1.23070.23,7.0.100,noop,LargeAppCPM-nostaticgraph-142722b,2023-01-22T16:14:04.6863103Z,21.3676383,21.3777661,99.95262461029546
8.0.100-alpha.1.23070.23,7.0.100,warmup,NuGetClient-win-d76a117,2023-01-22T16:17:25.1018684Z,132.388867,190.5768711,69.46743654455979
8.0.100-alpha.1.23070.23,7.0.100,arctic,NuGetClient-win-d76a117,2023-01-22T16:17:25.1018684Z,136.1210282,174.871129,77.84076707139005
8.0.100-alpha.1.23070.23,7.0.100,cold,NuGetClient-win-d76a117,2023-01-22T16:17:25.1018684Z,118.0325614,116.741424,101.10598051296687
8.0.100-alpha.1.23070.23,7.0.100,force,NuGetClient-win-d76a117,2023-01-22T16:17:25.1018684Z,12.1244746,12.21975,99.22031629124982
8.0.100-alpha.1.23070.23,7.0.100,noop,NuGetClient-win-d76a117,2023-01-22T16:17:25.1018684Z,8.4871873,8.066922,105.20973551002477
8.0.100-alpha.1.23070.23,6.0.400,warmup,OrchardCore-5dbd92c,2023-01-22T16:08:57.8115229Z,27.8039454,25.4943343,109.05931126822952
8.0.100-alpha.1.23070.23,6.0.400,arctic,OrchardCore-5dbd92c,2023-01-22T16:08:57.8115229Z,25.3556457,22.9994974,110.24434690472846
8.0.100-alpha.1.23070.23,6.0.400,cold,OrchardCore-5dbd92c,2023-01-22T16:08:57.8115229Z,19.2752107,19.7827689,97.43434196413222
8.0.100-alpha.1.23070.23,6.0.400,force,OrchardCore-5dbd92c,2023-01-22T16:08:57.8115229Z,12.3860667,11.633846,106.46579557611473
8.0.100-alpha.1.23070.23,6.0.400,noop,OrchardCore-5dbd92c,2023-01-22T16:08:57.8115229Z,8.5433119,8.263746,103.38304081466202
8.0.100-alpha.1.23070.23,7.0.100,warmup,Orleans-eda972a,2023-01-22T16:08:25.7365188Z,25.7235898,24.7407786,103.9724344002658
8.0.100-alpha.1.23070.23,7.0.100,arctic,Orleans-eda972a,2023-01-22T16:08:25.7365188Z,22.1785702,22.7482249,97.4958279052358
8.0.100-alpha.1.23070.23,7.0.100,cold,Orleans-eda972a,2023-01-22T16:08:25.7365188Z,15.3548535,13.4518826,114.14650243825352
8.0.100-alpha.1.23070.23,7.0.100,force,Orleans-eda972a,2023-01-22T16:08:25.7365188Z,5.250804,4.9192054,106.74089762545795
8.0.100-alpha.1.23070.23,7.0.100,noop,Orleans-eda972a,2023-01-22T16:08:25.7365188Z,3.7408296,3.6259181,103.16916976144608
8.0.100-alpha.1.23070.23,7.0.100,warmup,LargeAppCPM-142722b,2023-01-22T16:14:42.2268033Z,835.8625056,151.9125557,550.2260835178615
8.0.100-alpha.1.23070.23,7.0.100,arctic,LargeAppCPM-142722b,2023-01-22T16:14:42.2268033Z,404.7405267,87.3173146,463.52837184023974
8.0.100-alpha.1.23070.23,7.0.100,cold,LargeAppCPM-142722b,2023-01-22T16:14:42.2268033Z,378.2946145,76.7295699,493.02324383288385
8.0.100-alpha.1.23070.23,7.0.100,force,LargeAppCPM-142722b,2023-01-22T16:14:42.2268033Z,699.2399614,100.6048478,695.0360511355
8.0.100-alpha.1.23070.23,7.0.100,noop,LargeAppCPM-142722b,2023-01-22T16:14:42.2268033Z,14.4109357,14.5544692,99.01381838095476
8.0.100-alpha.1.23070.23,7.0.100,warmup,LargeAppCPM-nostaticgraph-142722b,2023-01-23T00:39:36.9942572Z,796.7070386,146.2938104,544.5938118787286
8.0.100-alpha.1.23070.23,7.0.100,arctic,LargeAppCPM-nostaticgraph-142722b,2023-01-23T00:39:36.9942572Z,392.9300342,89.5270723,438.89521248200134
8.0.100-alpha.1.23070.23,7.0.100,cold,LargeAppCPM-nostaticgraph-142722b,2023-01-23T00:39:36.9942572Z,363.5216451,80.1875675,453.3391602133336
8.0.100-alpha.1.23070.23,7.0.100,force,LargeAppCPM-nostaticgraph-142722b,2023-01-23T00:39:36.9942572Z,793.6960478,113.6136208,698.5923362104484
8.0.100-alpha.1.23070.23,7.0.100,noop,LargeAppCPM-nostaticgraph-142722b,2023-01-23T00:39:36.9942572Z,25.0038693,25.6969764,97.30276788517423
8.0.100-alpha.1.23070.23,7.0.100,warmup,NuGetClient-win-d76a117,2023-01-23T00:43:14.4414185Z,118.3142465,199.5458731,59.29175315026848
8.0.100-alpha.1.23070.23,7.0.100,arctic,NuGetClient-win-d76a117,2023-01-23T00:43:14.4414185Z,113.6600014,119.1218614,95.41489703417277
8.0.100-alpha.1.23070.23,7.0.100,cold,NuGetClient-win-d76a117,2023-01-23T00:43:14.4414185Z,108.5851841,219.6417387,49.437408728726304
8.0.100-alpha.1.23070.23,7.0.100,force,NuGetClient-win-d76a117,2023-01-23T00:43:14.4414185Z,19.228897,19.0646007,100.86178725998704
8.0.100-alpha.1.23070.23,7.0.100,noop,NuGetClient-win-d76a117,2023-01-23T00:43:14.4414185Z,13.2258567,13.0608786,101.26314702902147
8.0.100-alpha.1.23070.23,6.0.400,warmup,OrchardCore-5dbd92c,2023-01-23T00:33:19.1508570Z,25.4568397,24.7089399,103.02683888109662
8.0.100-alpha.1.23070.23,6.0.400,arctic,OrchardCore-5dbd92c,2023-01-23T00:33:19.1508570Z,22.0616925,20.6972345,106.59246528805575
8.0.100-alpha.1.23070.23,6.0.400,cold,OrchardCore-5dbd92c,2023-01-23T00:33:19.1508570Z,20.6384955,19.8300614,104.07681087664207
8.0.100-alpha.1.23070.23,6.0.400,force,OrchardCore-5dbd92c,2023-01-23T00:33:19.1508570Z,13.1468669,12.0185719,109.38792902674234
8.0.100-alpha.1.23070.23,6.0.400,noop,OrchardCore-5dbd92c,2023-01-23T00:33:19.1508570Z,9.2122145,8.3810629,109.91701899767392
8.0.100-alpha.1.23070.23,7.0.100,warmup,Orleans-eda972a,2023-01-23T00:32:48.9436097Z,20.4359367,19.1308996,106.82161909416952
8.0.100-alpha.1.23070.23,7.0.100,arctic,Orleans-eda972a,2023-01-23T00:32:48.9436097Z,18.5465724,17.8950105,103.64102552496406
8.0.100-alpha.1.23070.23,7.0.100,cold,Orleans-eda972a,2023-01-23T00:32:48.9436097Z,14.8688711,14.9591098,99.39676423793613
8.0.100-alpha.1.23070.23,7.0.100,force,Orleans-eda972a,2023-01-23T00:32:48.9436097Z,5.4524797,5.4120689,100.74667933366479
8.0.100-alpha.1.23070.23,7.0.100,noop,Orleans-eda972a,2023-01-23T00:32:48.9436097Z,4.0060115,3.8320564,104.53947128753114
8.0.100-alpha.1.23070.23,7.0.100,warmup,LargeAppCPM-142722b,2023-01-23T00:37:16.2653031Z,672.0235123,114.4695777,587.0760823991404
8.0.100-alpha.1.23070.23,7.0.100,arctic,LargeAppCPM-142722b,2023-01-23T00:37:16.2653031Z,318.8185119,71.5750816,445.43227164130815
8.0.100-alpha.1.23070.23,7.0.100,cold,LargeAppCPM-142722b,2023-01-23T00:37:16.2653031Z,297.9585374,53.9194705,552.5991532131236
8.0.100-alpha.1.23070.23,7.0.100,force,LargeAppCPM-142722b,2023-01-23T00:37:16.2653031Z,618.9660725,72.2250122,856.9968403549817
8.0.100-alpha.1.23070.23,7.0.100,noop,LargeAppCPM-142722b,2023-01-23T00:37:16.2653031Z,9.3327569,9.2899047,100.46127706778304
8.0.100-alpha.1.23070.23,7.0.100,warmup,LargeAppCPM-nostaticgraph-142722b,2023-01-23T08:17:04.1121084Z,649.6876362,144.4523732,449.7590602409016
8.0.100-alpha.1.23070.23,7.0.100,arctic,LargeAppCPM-nostaticgraph-142722b,2023-01-23T08:17:04.1121084Z,355.9918285,94.855281,375.29995667821595
8.0.100-alpha.1.23070.23,7.0.100,cold,LargeAppCPM-nostaticgraph-142722b,2023-01-23T08:17:04.1121084Z,317.7845913,71.8269798,442.43067463627364
8.0.100-alpha.1.23070.23,7.0.100,force,LargeAppCPM-nostaticgraph-142722b,2023-01-23T08:17:04.1121084Z,595.3984848,104.0022021,572.4864212274213
8.0.100-alpha.1.23070.23,7.0.100,noop,LargeAppCPM-nostaticgraph-142722b,2023-01-23T08:17:04.1121084Z,23.1592216,22.3985438,103.39610381278447
8.0.100-alpha.1.23070.23,7.0.100,warmup,NuGetClient-win-d76a117,2023-01-23T08:17:11.5652669Z,118.2798507,109.3972889,108.11954472484189
8.0.100-alpha.1.23070.23,7.0.100,arctic,NuGetClient-win-d76a117,2023-01-23T08:17:11.5652669Z,115.5701375,115.5637838,100.00549800274021
8.0.100-alpha.1.23070.23,7.0.100,cold,NuGetClient-win-d76a117,2023-01-23T08:17:11.5652669Z,107.3728544,108.2086956,99.22756558947006
8.0.100-alpha.1.23070.23,7.0.100,force,NuGetClient-win-d76a117,2023-01-23T08:17:11.5652669Z,20.1432968,20.543514,98.0518561722206
8.0.100-alpha.1.23070.23,7.0.100,noop,NuGetClient-win-d76a117,2023-01-23T08:17:11.5652669Z,13.5356886,13.7404442,98.50983274616405
8.0.100-alpha.1.23070.23,6.0.400,warmup,OrchardCore-5dbd92c,2023-01-23T08:11:09.0329150Z,25.7491851,23.0452823,111.73299925251945
8.0.100-alpha.1.23070.23,6.0.400,arctic,OrchardCore-5dbd92c,2023-01-23T08:11:09.0329150Z,23.1983799,22.1208905,104.87091331155949
8.0.100-alpha.1.23070.23,6.0.400,cold,OrchardCore-5dbd92c,2023-01-23T08:11:09.0329150Z,19.3367377,18.8718546,102.4633673258589
8.0.100-alpha.1.23070.23,6.0.400,force,OrchardCore-5dbd92c,2023-01-23T08:11:09.0329150Z,13.3325764,12.2344939,108.97529974656328
8.0.100-alpha.1.23070.23,6.0.400,noop,OrchardCore-5dbd92c,2023-01-23T08:11:09.0329150Z,9.1737925,8.5171009,107.71027146103198
8.0.100-alpha.1.23070.23,7.0.100,warmup,Orleans-eda972a,2023-01-23T08:10:40.5147646Z,22.9967918,23.5991794,97.44742141330558
8.0.100-alpha.1.23070.23,7.0.100,arctic,Orleans-eda972a,2023-01-23T08:10:40.5147646Z,20.860444,22.5784228,92.39105930818162
8.0.100-alpha.1.23070.23,7.0.100,cold,Orleans-eda972a,2023-01-23T08:10:40.5147646Z,14.8728367,14.0238005,106.0542518413607
8.0.100-alpha.1.23070.23,7.0.100,force,Orleans-eda972a,2023-01-23T08:10:40.5147646Z,5.0077304,5.3781176,93.1130698964262
8.0.100-alpha.1.23070.23,7.0.100,noop,Orleans-eda972a,2023-01-23T08:10:40.5147646Z,3.7429351,3.6306109,103.09380991502009
8.0.100-alpha.1.23070.23,7.0.100,warmup,LargeAppCPM-142722b,2023-01-23T08:14:26.9589938Z,593.8594588,99.6680756,595.8371878106173
8.0.100-alpha.1.23070.23,7.0.100,arctic,LargeAppCPM-142722b,2023-01-23T08:14:26.9589938Z,322.0630137,61.564079,523.1346248191254
8.0.100-alpha.1.23070.23,7.0.100,cold,LargeAppCPM-142722b,2023-01-23T08:14:26.9589938Z,287.2244567,54.8837408,523.3325070655535
8.0.100-alpha.1.23070.23,7.0.100,force,LargeAppCPM-142722b,2023-01-23T08:14:26.9589938Z,533.9379993,71.4742026,747.035965253287
8.0.100-alpha.1.23070.23,7.0.100,noop,LargeAppCPM-142722b,2023-01-23T08:14:26.9589938Z,9.6342005,9.5574559,100.80298147125116
8.0.100-alpha.1.23070.23,7.0.100,warmup,LargeAppCPM-nostaticgraph-142722b,2023-01-23T16:16:01.9895626Z,740.1827484,145.4941652,508.7370667975076
8.0.100-alpha.1.23070.23,7.0.100,arctic,LargeAppCPM-nostaticgraph-142722b,2023-01-23T16:16:01.9895626Z,327.8665374,102.7369768,319.1319694351762
8.0.100-alpha.1.23070.23,7.0.100,cold,LargeAppCPM-nostaticgraph-142722b,2023-01-23T16:16:01.9895626Z,336.9065579,77.8386191,432.8269974409142
8.0.100-alpha.1.23070.23,7.0.100,force,LargeAppCPM-nostaticgraph-142722b,2023-01-23T16:16:01.9895626Z,611.0671269,104.0274696,587.4093922015383
8.0.100-alpha.1.23070.23,7.0.100,noop,LargeAppCPM-nostaticgraph-142722b,2023-01-23T16:16:01.9895626Z,23.7635295,23.5006554,101.11858199495151
8.0.100-alpha.1.23070.23,7.0.100,warmup,NuGetClient-win-d76a117,2023-01-23T16:16:26.6580390Z,196.7009447,176.6854078,111.32834745620686
8.0.100-alpha.1.23070.23,7.0.100,arctic,NuGetClient-win-d76a117,2023-01-23T16:16:26.6580390Z,101.1046451,88.3577258,114.42649093170753
8.0.100-alpha.1.23070.23,7.0.100,cold,NuGetClient-win-d76a117,2023-01-23T16:16:26.6580390Z,88.7192221,79.8070832,111.16710264634757
8.0.100-alpha.1.23070.23,7.0.100,force,NuGetClient-win-d76a117,2023-01-23T16:16:26.6580390Z,13.9946748,14.1714107,98.75287010064568
8.0.100-alpha.1.23070.23,7.0.100,noop,NuGetClient-win-d76a117,2023-01-23T16:16:26.6580390Z,9.6526482,9.5937515,100.6139068746986
8.0.100-alpha.1.23070.23,6.0.400,warmup,OrchardCore-5dbd92c,2023-01-23T16:11:08.6866374Z,32.8211791,31.6245286,103.783931501828
8.0.100-alpha.1.23070.23,6.0.400,arctic,OrchardCore-5dbd92c,2023-01-23T16:11:08.6866374Z,32.1781212,26.6438886,120.77111446862902
8.0.100-alpha.1.23070.23,6.0.400,cold,OrchardCore-5dbd92c,2023-01-23T16:11:08.6866374Z,25.1429916,22.8762346,109.90878542572734
8.0.100-alpha.1.23070.23,6.0.400,force,OrchardCore-5dbd92c,2023-01-23T16:11:08.6866374Z,16.7442651,15.8918234,105.36402701278445
8.0.100-alpha.1.23070.23,6.0.400,noop,OrchardCore-5dbd92c,2023-01-23T16:11:08.6866374Z,12.905918,11.9722305,107.79877651035869
8.0.100-alpha.1.23070.23,7.0.100,warmup,Orleans-eda972a,2023-01-23T16:09:20.8837750Z,20.0894362,20.5067561,97.964963849158
8.0.100-alpha.1.23070.23,7.0.100,arctic,Orleans-eda972a,2023-01-23T16:09:20.8837750Z,18.2182795,17.3992506,104.70726538072854
8.0.100-alpha.1.23070.23,7.0.100,cold,Orleans-eda972a,2023-01-23T16:09:20.8837750Z,13.9745713,13.7768278,101.43533404692771
8.0.100-alpha.1.23070.23,7.0.100,force,Orleans-eda972a,2023-01-23T16:09:20.8837750Z,5.6078496,5.276984,106.2699754253566
8.0.100-alpha.1.23070.23,7.0.100,noop,Orleans-eda972a,2023-01-23T16:09:20.8837750Z,4.097961,3.7997439,107.84834735835749
8.0.100-alpha.1.23070.23,7.0.100,warmup,LargeAppCPM-142722b,2023-01-23T16:13:37.6564048Z,651.3868209,105.0248704,620.221494603244
8.0.100-alpha.1.23070.23,7.0.100,arctic,LargeAppCPM-142722b,2023-01-23T16:13:37.6564048Z,329.3841115,62.3019103,528.6902278179422
8.0.100-alpha.1.23070.23,7.0.100,cold,LargeAppCPM-142722b,2023-01-23T16:13:37.6564048Z,327.9078261,57.3814259,571.4529065057618
8.0.100-alpha.1.23070.23,7.0.100,force,LargeAppCPM-142722b,2023-01-23T16:13:37.6564048Z,620.2690133,80.5381951,770.1550953927449
8.0.100-alpha.1.23070.23,7.0.100,noop,LargeAppCPM-142722b,2023-01-23T16:13:37.6564048Z,10.6007453,10.3583709,102.33988918083634
8.0.100-alpha.1.23073.15,7.0.100,warmup,LargeAppCPM-nostaticgraph-142722b,2023-01-24T00:43:17.7020945Z,645.9917104,164.1655933,393.50006137979216
8.0.100-alpha.1.23073.15,7.0.100,arctic,LargeAppCPM-nostaticgraph-142722b,2023-01-24T00:43:17.7020945Z,323.1400502,92.9386061,347.6919482225805
8.0.100-alpha.1.23073.15,7.0.100,cold,LargeAppCPM-nostaticgraph-142722b,2023-01-24T00:43:17.7020945Z,314.6451065,64.4291169,488.35855842686556
8.0.100-alpha.1.23073.15,7.0.100,force,LargeAppCPM-nostaticgraph-142722b,2023-01-24T00:43:17.7020945Z,576.1179749,87.133904,661.1869185845271
8.0.100-alpha.1.23073.15,7.0.100,noop,LargeAppCPM-nostaticgraph-142722b,2023-01-24T00:43:17.7020945Z,19.3479004,19.5465621,98.98364889445187
8.0.100-alpha.1.23073.15,7.0.100,warmup,NuGetClient-win-d76a117,2023-01-24T00:45:03.7620820Z,159.0438692,200.2882394,79.40749275965725
8.0.100-alpha.1.23073.15,7.0.100,arctic,NuGetClient-win-d76a117,2023-01-24T00:45:03.7620820Z,105.1418201,104.0100909,101.08809557823395
8.0.100-alpha.1.23073.15,7.0.100,cold,NuGetClient-win-d76a117,2023-01-24T00:45:03.7620820Z,94.6225611,89.6899648,105.49960780004677
8.0.100-alpha.1.23073.15,7.0.100,force,NuGetClient-win-d76a117,2023-01-24T00:45:03.7620820Z,15.7080771,19.7908416,79.37043516128188
8.0.100-alpha.1.23073.15,7.0.100,noop,NuGetClient-win-d76a117,2023-01-24T00:45:03.7620820Z,10.6429759,12.4072825,85.78007230833987
8.0.100-alpha.1.23073.15,6.0.400,warmup,OrchardCore-5dbd92c,2023-01-24T00:38:21.7002262Z,31.1752486,29.2587049,106.55033675123467
8.0.100-alpha.1.23073.15,6.0.400,arctic,OrchardCore-5dbd92c,2023-01-24T00:38:21.7002262Z,27.9676671,26.8427557,104.19074484219217
8.0.100-alpha.1.23073.15,6.0.400,cold,OrchardCore-5dbd92c,2023-01-24T00:38:21.7002262Z,24.5684071,23.3078951,105.4080902397746
8.0.100-alpha.1.23073.15,6.0.400,force,OrchardCore-5dbd92c,2023-01-24T00:38:21.7002262Z,17.8293866,16.0968929,110.76290754223754
8.0.100-alpha.1.23073.15,6.0.400,noop,OrchardCore-5dbd92c,2023-01-24T00:38:21.7002262Z,13.1582694,11.8456003,111.0814907371136
8.0.100-alpha.1.23073.15,7.0.100,warmup,Orleans-eda972a,2023-01-24T00:37:15.8487084Z,122.4532933,21.9293244,558.3997530721922
8.0.100-alpha.1.23073.15,7.0.100,arctic,Orleans-eda972a,2023-01-24T00:37:15.8487084Z,19.2742975,19.9796991,96.46940829053825
8.0.100-alpha.1.23073.15,7.0.100,cold,Orleans-eda972a,2023-01-24T00:37:15.8487084Z,14.2203189,13.7410156,103.48812135836596
8.0.100-alpha.1.23073.15,7.0.100,force,Orleans-eda972a,2023-01-24T00:37:15.8487084Z,5.3280271,4.9112885,108.48532111277925
8.0.100-alpha.1.23073.15,7.0.100,noop,Orleans-eda972a,2023-01-24T00:37:15.8487084Z,3.7180366,3.5919633,103.50987160698439
8.0.100-alpha.1.23073.15,7.0.100,warmup,LargeAppCPM-142722b,2023-01-24T00:41:34.7729450Z,575.0683829,105.1872725,546.7090924902535
8.0.100-alpha.1.23073.15,7.0.100,arctic,LargeAppCPM-142722b,2023-01-24T00:41:34.7729450Z,353.94653,71.1564897,497.4198860740035
8.0.100-alpha.1.23073.15,7.0.100,cold,LargeAppCPM-142722b,2023-01-24T00:41:34.7729450Z,305.0097964,54.2840665,561.8772064543101
